NA_index,news_articles,news_titles,news_ids
100,"priklocaties verspreid over het land, vandaag de deuren om zonder afspraak de HPV-vaccinatie te halen. <br /><br /><br /><b>Achtergrondinformatie</b><br />		<div> <b>ANP-bericht van 02-03-2023</b><br /><b>Ruim 160.000 jongvolwassenen maakten al afspraak HPV-prik<br /></b><br />BILTHOVEN (ANP) - Ruim 160.000 jongvolwassenen van 19 tot 27 jaar maakten afgelopen weken een afspraak voor een vaccinatie tegen HPV, of lieten de eerste prik al zetten, zo meldt het Rijksinstituut voor Volksgezondheid en Milieu (RIVM). Deze leeftijdsgroep kan zich dit jaar gratis laten vaccineren tegen het humaan papillomavirus (HPV), dat zes soorten kanker kan veroorzaken. Tot dusver kwam dus zo'n 12 procent van de 1,3 miljoen jongvolwassenen in actie.		</div> 		<div>Komende zaterdag is het HPV Awareness Day. De vaccinatie is voor jongvolwassenen dan zonder afspraak te krijgen bij 45 GGD-locaties verspreid over het land.Meisjes en jongens krijgen in het jaar dat ze 10 worden een uitnodiging voor de vaccinatie tegen HPV. De prikken zijn onderdeel van het Rijksvaccinatieprogramma. Meisjes krijgen de vaccinatie al langere tijd aangeboden, maar voor jongens is hij pas sinds vorig jaar beschikbaar. Mede daarom is het RIVM bezig met een eenmalige inhaalslag.HPV kan onder meer baarmoederhalskanker, maar ook peniskanker en keelkanker veroorzaken. Het virus is seksueel overdraagbaar, dus de kans dat de vaccinatie zijn werk doet is het grootst als je nog niet eerder seks hebt gehad. Toch kan de inenting volgens hoofd van het Rijksvaccinatieprogramma Jeanne-Marie Hament ook voor mensen in de twintig nog heel goed werken.Normaal moeten mensen die de inenting op latere leeftijd nog willen daar zelf voor betalen. De vaccinatie bestaat uit twee prikken en kost bij elkaar tussen de 350 en 400 euro. Jonge mensen die geboren zijn tussen 1 januari 1996 en 31 december 2003 hoeven dit jaar niets af te rekenen, mits ze beide prikken wel voor 2024 laten zetten. Tussen de eerste en de tweede inenting moet minimaal vijf maanden zitten.De inhaalcampagne voor deze leeftijdsgroep loopt sinds begin dit jaar. ""Een mooie start"", vindt Hament de eerste 12 procent. Ze adviseert mensen die de vaccinatie willen de eerste prik nog voor de zomer te halen. ""Dan kun je de tweede op je gemak in het najaar laten zetten.""De vaccinatie tegen HPV is sinds 2009 onderdeel van het Rijksvaccinatieprogramma voor meisjes, toen nog vanaf 13 jaar. In de eerste jaren bleef de vaccinatiegraad iets boven de 50 procent, sindsdien is de opkomst gestaag toegenomen, aldus het RIVM. Vorig jaar en dit jaar kunnen ook kinderen van 11 tot en met 18 jaar alsnog gratis prikken tegen HPV krijgen. Het RIVM hoopt met de inhaalcampagnes de groep te bereiken die eerder afzag van de inenting, maar hem nu, volgens Hament mogelijk ""met meer kennis over HPV"", alsnog wil.</div> <strong>Locatie: Nederland (4/3)</strong>",HPV Awareness Day,1fa259d40333f1cf4850ffa6853578c4
101,"Bij een botsing tussen twee treinen in centraal Griekenland zijn volgens de brandweer 26 doden en vele tientallen gewonden gevallen. Eerder repten lokale media van veertig gewonden, onder wie vijftien ernstig gewonden. Reddingsteams brachten passagiers in veiligheid nadat door de botsing een brand was uitgebroken, meldde de brandweer.De botsing tussen een vrachttrein en een passagierstrein, die zo'n 350 mensen naar Thessaloniki vervoerde, gebeurde buiten de stad Larissa, ruim 300 kilometer ten noorden van hoofdstad Athene. De oorzaak van de botsing is nog niet vastgesteld.Omroep Skai toonde beelden van ontspoorde, verwoeste treinrijtuigen, waarboven dikke rookpluimen hingen. De brandweer rukte met zeventien wagens uit om het vuur te blussen, wat in de loop van de nacht lukte. Reddingsoperaties zijn nog wel gaande, aldus de brandweer.",Tientallen doden door treinbotsing in Griekenland,f53f68e948d7e474c3f0ef41f16aeca9
102,"Steeds meer mensen weten Slachtofferhulp Nederland te vinden als ze te maken hebben met seksueel geweld. Volgens Jiska Dijk, expert seksueel geweld bij de organisatie, is het aantal slachtoffers van seksueel geweld dat geholpen is in 2022 gestegen naar ongeveer 10.000 van ongeveer 7500 in 2021. Een enorme toename, zegt Dijk.""Dat komt deels ook door The Voice"", aldus Dijk. Seksueel geweld kreeg onder meer veel aandacht door de onthullingen over misstanden achter de schermen bij het talentenprogramma The Voice of Holland. ""Dat roept veel op bij mensen, ook bij mensen die lang geleden slachtoffer waren en besluiten zich alsnog te melden"", aldus Dijk. ""Doordat het gesprek meer wordt gevoerd, neemt het besef slachtoffer te zijn toe en de drempel hulp te zoeken wordt daardoor verlaagd.""Op basis van nieuwe politiedata meldde het Centraal Bureau voor de Statistiek (CBS) dat de politie vorig jaar 9900 seksuele misdrijven heeft geregistreerd, 1100 meer dan in 2021. Het is het hoogste aantal in de afgelopen tien jaar. Vooral aanrandingen en verkrachtingen werden meer gemeld dan voorgaande jaren. Het gaat om een topje van de ijsberg, beaamt Dijk de reactie van het Centrum Seksueel Geweld (CSG) over dat aantal.Dijk benadrukte dat de organisatie steeds meer samenwerkt met de politie en het CSG om mensen te informeren over de opties voor hulp aan slachtoffers. ""Afhankelijk van de behoefte van het slachtoffer wordt een vervolgtraject ingezet.""Volgens Dijk is aangifte doen niet het enige doel. ""Als er een vermoeden is van een strafbaar feit, moet iemand aangifte kunnen doen. Maar iemand moet vooral goed geïnformeerd worden over de opties die hij heeft. Het gaat erom dat slachtoffers een manier vinden om te komen tot herstel. Voor sommigen is dat door aangifte te doen, maar voor anderen is dat psychische hulp en/of lotgenotencontact."" Maar als mensen aangifte willen doen, dan moet de drempel laag zijn, vindt Slachtofferhulp. ""Een van de dingen die dan belangrijk zijn, is duidelijke informatie over het proces van aangifte. Dat duidelijk is dat het een lang proces kan zijn.""Volgens Dijk speelt in het herstelproces de manier waarop anderen reageren ook een grote rol. ""Dat hoorden we ook veel van slachtoffers terug, dat mensen je niet geloven of dat je zelf een rol hebt gespeeld. Wij proberen daarin ook de omgeving te helpen om die mensen weer te helpen. Het belangrijkste is dat mensen zeggen: Ik geloof je, ik steun je en ik ga je helpen je weer beter te laten voelen"".",Slachtofferhulp: meer mensen vragen hulp vanwege seksueel geweld,8a675d49776dc126d70e5e0bf734e293
103,"De stakingsgolf die in Nederland gaande is zal de komende tijd aanhouden. Dat meldt vakbond CNV na de publicatie van het nieuwe inflatiecijfer door het Centraal Bureau voor de Statistiek (CBS). De bond acht dat nodig om meer druk uit te oefenen om personeel te compenseren voor de gestegen prijzen.""We vragen 5 tot 10 procent loonsverhoging. Anders komen miljoenen werkenden financieel in de knel"", stelt CNV-voorzitter Piet Fortuin. Het CBS meldde donderdagochtend dat de inflatie in februari op jaarbasis steeg tot 8 procent. Dat is een toename in vergelijking met januari, toen de inflatie uitkwam op 7,6 procent. ""Dit betekent dat al ruim een jaar de prijzen fors hoger zijn dan de loonstijgingen"", aldus Fortuin.Volgens de bond sorteren de stakingen bovendien effect. Onder meer in het streekvervoer en binnen gemeenten legden werknemers al het werk neer voor een hoger salaris. Die stakingen hebben impact op Nederlanders, ziet ook Fortuin. ""Maar dit betaalt zich wel uit in hogere lonen, zoals we zien bij de cao gemeenten. We gaan voorlopig door met de stakingen.""Daar komt bij dat er geen beter moment is om de lonen te verhogen. Fortuin: ""Een hoger loon is voor veel mensen nodig om te overleven. Veel bedrijven noteren torenhoge winsten. De economie draait goed en er is een schreeuwend tekort aan personeel.""",CNV: gestegen inflatie rechtvaardigt verder staken,8851bb3cd719c7db5aa9b12647cc94c6
104,"Een fietser is woensdag om 23.21 uur overleden na een aanrijding met een scooter op het Rembrandtplein in Amsterdam. De bestuurder van de scooter is na het ongeval gevlucht en heeft zijn voertuig achtergelaten, laat een woordvoerder van de politie weten.Hulpdiensten hebben nog geprobeerd het slachtoffer te reanimeren, maar die hulp mocht niet baten, aldus de woordvoerder. De politie heeft een onderzoek ingesteld naar hoe het ongeval kon gebeuren en roept getuigen op zich te melden.",Fietser overleden in Amsterdam na aanrijding,5fab7fa411cf7c8611f6058822008783
105,"Om verkeersongevallen te voorkomen moet de snelheid op wegen waar nu 80 mag worden gereden naar 60 kilometer per uur. Daarvoor pleit Veilig Verkeer Nederland (VVN) donderdag. Op die provinciale wegen gebeuren volgens de organisatie veel ongelukken. Van alle dodelijke verkeersongevallen gebeurt jaarlijks 41 procent op 60- en 80-kilometerwegen waarvoor provincies als wegbeheerder verantwoordelijk zijn, zo stelt VVN, die verwijst naar cijfers van de politie.De snelheid speelt vaak een rol bij ongevallen, zo stelt VVN ""en dat geldt zeker ook voor deze wegen. 60- en 80-kilometerwegen zijn over het algemeen niet optimaal veilig en geloofwaardig ingericht. Met de overheid is gekozen voor de zogenoemde risico-gestuurde aanpak en dan past het niet dat op een weg met bomen op 60 cm afstand, 80 km gereden mag worden"".VVN zou daarom graag zien dat ook meer gehandhaafd wordt op snelheid op die wegen. ""Trajectcontroles, mobiele onbemande controlesystemen en hogere boetes voor excessieve overtreders die kunnen zorgen voor effectievere handhaving, lijken vooral te zijn voorbehouden aan het hoofdwegennet. Dit terwijl ze mogelijk ook kansen bieden voor 60- en 80-kilometerwegen. Ook BOA's zouden ingezet kunnen worden om een grotere subjectieve pakkans te creëren.""Het aantal ongevallen op N-wegen baart zorgen, reageert een woordvoerster van de ANWB, maar de snelheid verlagen is niet de juiste oplossing. ""Het gevaar zit in de inrichting van de wegen"", zegt ze. De infrastructuur op provinciale wegen is vaker onveilig. Als voorbeeld noemt de zegsvrouw het gebrek aan vangrails, korte opritten of het missen van een middenberm. ""Er is maatwerk nodig om te kijken welke maatregel op welke weg werkt. Daarin zien wij kansen.""",VVN wil snelheid omlaag van 80 naar 60 om ongevallen te voorkomen (2),16497b074046866a698d5a71f05f240e
106,"Om verkeersongevallen te voorkomen moet de snelheid op wegen waar nu 80 mag worden gereden naar 60 kilometer per uur. Daarvoor pleit Veilig Verkeer Nederland (VVN) donderdag. Op die provinciale wegen gebeuren volgens de organisatie veel ongelukken. Van alle dodelijke verkeersongevallen gebeurt jaarlijks 41 procent op 60- en 80-kilometerwegen waarvoor provincies als wegbeheerder verantwoordelijk zijn, zo stelt VVN, die verwijst naar cijfers van de politie.De snelheid speelt vaak een rol bij ongevallen, zo stelt VVN ""en dat geldt zeker ook voor deze wegen. 60- en 80-kilometerwegen zijn over het algemeen niet optimaal veilig en geloofwaardig ingericht. Met de overheid is gekozen voor de zogenoemde risico-gestuurde aanpak en dan past het niet dat op een weg met bomen op 60 cm afstand, 80 km gereden mag worden"".VVN zou daarom graag zien dat ook meer gehandhaafd wordt op snelheid op die wegen. ""Trajectcontroles, mobiele onbemande controlesystemen en hogere boetes voor excessieve overtreders die kunnen zorgen voor effectievere handhaving, lijken vooral te zijn voorbehouden aan het hoofdwegennet. Dit terwijl ze mogelijk ook kansen bieden voor 60- en 80-kilometerwegen. Ook BOA's zouden ingezet kunnen worden om een grotere subjectieve pakkans te creëren.""Het aantal ongevallen op N-wegen baart zorgen, reageert een woordvoerster van de ANWB, maar de snelheid verlagen is niet de juiste oplossing. ""Het gevaar zit in de inrichting van de wegen"", zegt ze. De infrastructuur op provinciale wegen is vaker onveilig. Als voorbeeld noemt de zegsvrouw het gebrek aan vangrails, korte opritten of het missen van een middenberm. ""Er is maatwerk nodig om te kijken welke maatregel op welke weg werkt. Daarin zien wij kansen.""",VVN wil snelheid omlaag van 80 naar 60 om ongevallen te voorkomen (2),16497b074046866a698d5a71f05f240e
107,"Feyenoord heeft zich moeizaam geplaatst voor de halve finales van de KNVB-beker. De Rotterdammers wonnen in Friesland van sc Heerenveen: 0-1.Feyenoord speelde lange tijd slordig in het Abe Lenstra-stadion en zag Sydney van Hooijdonk voor rust de grootste kans krijgen. De spits van sc Heerenveen schoot de bal na een half uur spelen vanuit kansrijke positie in het zijnet.Na rust waren de eerste kansen ook voor Heerenveen. Feyenoord bleef overeind en trok het duel in de slotfase naar zich toe. Na een vlotte combinatie, door het centrum van de verdediging van Heerenveen, schoot de Mexicaan Santiago Giménez een kleine tien minuten voor tijd raak: 0-1.Feyenoord blijft zo op drie fronten actief. De koploper van de Eredivisie speelt deze maand in de achtste finales van de Europa League tegen Sjachtar Donetsk.De amateurs van Spakenburg plaatsten zich dinsdag als eerste voor de halve eindstrijd van de beker.",Giménez schiet Feyenoord naar halve finale KNVB-beker,53a052a806a46c3423146acca84a9a31
108,"Burgemeester Sharon Dijksma van de gemeente Utrecht gaat aangifte doen bij de politie over niet-bezorgde stempassen voor de verkiezingen voor Provinciale Staten en het waterschap in 13 straten in de wijken Overvecht en Voordorp. In die straten wonen in totaal 1160 kiezers. Een gemeentewoordvoerder kon niet zeggen hoeveel van die stemgerechtigden hun pas niet hebben gekregen.Een inwoner had zich op 20 februari bij de gemeente gemeld om door te geven dat hijzelf en zijn buren geen stempas hadden ontvangen. PostNL deed daarna op verzoek van de gemeente onderzoek naar de bezorging van de stempassen. Daaruit is naar voren gekomen dat één bezorger niet alle post, waaronder de stempassen, heeft bezorgd in dertien straten.Uit het onderzoek is niet duidelijk geworden wat er met de post, en dus ook met de stempassen, is gebeurd. ""Ik neem het niet-bezorgen van de stempassen hoog op"" schrijft Dijksma in een raadsbrief. ""Gezien de ernst van de situatie wordt dan ook aangifte gedaan bij de politie."" Omdat niet bekend is wat er met de post is gebeurd, wordt ook onderzocht of sprake is van een datalek.Om zeker te zijn dat kiezers op tijd hun stempas hebben, worden nieuwe stempassen verstuurd naar de straten waar ze niet zijn bezorgd. Bij de stempas zit een begeleidende brief met uitleg over wat is gebeurd.",Burgemeester Utrecht doet aangifte over niet-bezorgde stempassen,cf18b17b7e29c25951286bca75f9ab41
109,"Burgemeester Sharon Dijksma van de gemeente Utrecht gaat aangifte doen bij de politie over niet-bezorgde stempassen voor de verkiezingen voor Provinciale Staten en het waterschap in 13 straten in de wijken Overvecht en Voordorp. In die straten wonen in totaal 1160 kiezers. Een gemeentewoordvoerder kon niet zeggen hoeveel van die stemgerechtigden hun pas niet hebben gekregen.Een inwoner had zich op 20 februari bij de gemeente gemeld om door te geven dat hijzelf en zijn buren geen stempas hadden ontvangen. PostNL deed daarna op verzoek van de gemeente onderzoek naar de bezorging van de stempassen. Daaruit is naar voren gekomen dat één bezorger niet alle post, waaronder de stempassen, heeft bezorgd in dertien straten.Uit het onderzoek is niet duidelijk geworden wat er met de post, en dus ook met de stempassen, is gebeurd. ""Ik neem het niet-bezorgen van de stempassen hoog op"" schrijft Dijksma in een raadsbrief. ""Gezien de ernst van de situatie wordt dan ook aangifte gedaan bij de politie."" Omdat niet bekend is wat er met de post is gebeurd, wordt ook onderzocht of sprake is van een datalek.Om zeker te zijn dat kiezers op tijd hun stempas hebben, worden nieuwe stempassen verstuurd naar de straten waar ze niet zijn bezorgd. Bij de stempas zit een begeleidende brief met uitleg over wat is gebeurd.",Burgemeester Utrecht doet aangifte over niet-bezorgde stempassen,cf18b17b7e29c25951286bca75f9ab41
110,"Een fietser is woensdag om 23.21 uur overleden na een aanrijding met een scooter op het Rembrandtplein in Amsterdam. De bestuurder van de scooter is na het ongeval gevlucht en heeft zijn voertuig achtergelaten, laat een woordvoerder van de politie weten.Hulpdiensten hebben nog geprobeerd het slachtoffer te reanimeren, maar die hulp mocht niet baten, aldus de woordvoerder. De politie heeft een onderzoek ingesteld naar hoe het ongeval kon gebeuren en roept getuigen op zich te melden.",Fietser overleden in Amsterdam na aanrijding,5fab7fa411cf7c8611f6058822008783
111,"Om verkeersongevallen te voorkomen moet de snelheid op wegen waar nu 80 mag worden gereden naar 60 kilometer per uur. Daarvoor pleit Veilig Verkeer Nederland (VVN) donderdag. Op die provinciale wegen gebeuren volgens de organisatie veel ongelukken. Van alle dodelijke verkeersongevallen gebeurt jaarlijks 41 procent op 60- en 80-kilometerwegen waarvoor provincies als wegbeheerder verantwoordelijk zijn, zo stelt VVN, die verwijst naar cijfers van de politie.De snelheid speelt vaak een rol bij ongevallen, zo stelt VVN ""en dat geldt zeker ook voor deze wegen. 60- en 80-kilometerwegen zijn over het algemeen niet optimaal veilig en geloofwaardig ingericht. Met de overheid is gekozen voor de zogenoemde risico-gestuurde aanpak en dan past het niet dat op een weg met bomen op 60 cm afstand, 80 km gereden mag worden"".VVN zou daarom graag zien dat ook meer gehandhaafd wordt op snelheid op die wegen. ""Trajectcontroles, mobiele onbemande controlesystemen en hogere boetes voor excessieve overtreders die kunnen zorgen voor effectievere handhaving, lijken vooral te zijn voorbehouden aan het hoofdwegennet. Dit terwijl ze mogelijk ook kansen bieden voor 60- en 80-kilometerwegen. Ook BOA's zouden ingezet kunnen worden om een grotere subjectieve pakkans te creëren.""Het aantal ongevallen op N-wegen baart zorgen, reageert een woordvoerster van de ANWB, maar de snelheid verlagen is niet de juiste oplossing. ""Het gevaar zit in de inrichting van de wegen"", zegt ze. De infrastructuur op provinciale wegen is vaker onveilig. Als voorbeeld noemt de zegsvrouw het gebrek aan vangrails, korte opritten of het missen van een middenberm. ""Er is maatwerk nodig om te kijken welke maatregel op welke weg werkt. Daarin zien wij kansen.""",VVN wil snelheid omlaag van 80 naar 60 om ongevallen te voorkomen (2),16497b074046866a698d5a71f05f240e
112,"De benefietavond die Theo Maassen woensdagavond heeft gehouden in het Parktheater Eindhoven voor de slachtoffers van de aardbevingen in Turkije en Syrië heeft voorlopig 49.923,85 euro opgebracht. Dat heeft de organisatie desgevraagd laten weten.Tijdens de avond traden naast Maassen ook andere cabaretiers en muzikanten op. Zo beklommen ook Henry van Loon, Dolf Jansen, Sanne Wallis de Vries en singer-songwriter Remme het podium.De opbrengst gaat naar Giro555.",Benefiet Theo Maassen voor Turkije en Syrië brengt 49.923 euro op,90147d286da8dd4a9524c86aa9554a6e
113,"De douane heeft woensdag tijdens een controle in de Rotterdamse haven een partij cocaïne van in totaal 607 kilo gevonden in een koelcontainer met ananas. De container kwam uit Guatemala en was bestemd voor een bedrijf in Capelle aan den IJssel. Dat bedrijf ""lijkt niks met de smokkel te maken te hebben"", aldus het Openbaar Ministerie.De drugs zijn vernietigd en de zaak wordt verder onderzocht.",Douane vindt meer dan 600 kilo cocaïne tussen de ananassen,07168ad37ec8b581d951a2da03d93ae9
114,"Burgemeester Sharon Dijksma van de gemeente Utrecht gaat aangifte doen bij de politie over niet-bezorgde stempassen voor de verkiezingen voor Provinciale Staten en het waterschap in 13 straten in de wijken Overvecht en Voordorp. In die straten wonen in totaal 1160 kiezers. Een gemeentewoordvoerder kon niet zeggen hoeveel van die stemgerechtigden hun pas niet hebben gekregen.Een inwoner had zich op 20 februari bij de gemeente gemeld om door te geven dat hijzelf en zijn buren geen stempas hadden ontvangen. PostNL deed daarna op verzoek van de gemeente onderzoek naar de bezorging van de stempassen. Daaruit is naar voren gekomen dat één bezorger niet alle post, waaronder de stempassen, heeft bezorgd in dertien straten.Uit het onderzoek is niet duidelijk geworden wat er met de post, en dus ook met de stempassen, is gebeurd. ""Ik neem het niet-bezorgen van de stempassen hoog op"" schrijft Dijksma in een raadsbrief. ""Gezien de ernst van de situatie wordt dan ook aangifte gedaan bij de politie."" Omdat niet bekend is wat er met de post is gebeurd, wordt ook onderzocht of sprake is van een datalek.Om zeker te zijn dat kiezers op tijd hun stempas hebben, worden nieuwe stempassen verstuurd naar de straten waar ze niet zijn bezorgd. Bij de stempas zit een begeleidende brief met uitleg over wat is gebeurd.",Burgemeester Utrecht doet aangifte over niet-bezorgde stempassen,cf18b17b7e29c25951286bca75f9ab41
115,"De benefietavond die Theo Maassen woensdagavond heeft gehouden in het Parktheater Eindhoven voor de slachtoffers van de aardbevingen in Turkije en Syrië heeft voorlopig 49.923,85 euro opgebracht. Dat heeft de organisatie desgevraagd laten weten.Tijdens de avond traden naast Maassen ook andere cabaretiers en muzikanten op. Zo beklommen ook Henry van Loon, Dolf Jansen, Sanne Wallis de Vries en singer-songwriter Remme het podium.De opbrengst gaat naar Giro555.",Benefiet Theo Maassen voor Turkije en Syrië brengt 49.923 euro op,90147d286da8dd4a9524c86aa9554a6e
116,"De douane heeft woensdag tijdens een controle in de Rotterdamse haven een partij cocaïne van in totaal 607 kilo gevonden in een koelcontainer met ananas. De container kwam uit Guatemala en was bestemd voor een bedrijf in Capelle aan den IJssel. Dat bedrijf ""lijkt niks met de smokkel te maken te hebben"", aldus het Openbaar Ministerie.De drugs zijn vernietigd en de zaak wordt verder onderzocht.",Douane vindt meer dan 600 kilo cocaïne tussen de ananassen,07168ad37ec8b581d951a2da03d93ae9
117,"Feyenoord heeft zich moeizaam geplaatst voor de halve finales van de KNVB-beker. De Rotterdammers wonnen in Friesland van sc Heerenveen: 0-1.Feyenoord speelde lange tijd slordig in het Abe Lenstra-stadion en zag Sydney van Hooijdonk voor rust de grootste kans krijgen. De spits van sc Heerenveen schoot de bal na een half uur spelen vanuit kansrijke positie in het zijnet.Na rust waren de eerste kansen ook voor Heerenveen. Feyenoord bleef overeind en trok het duel in de slotfase naar zich toe. Na een vlotte combinatie, door het centrum van de verdediging van Heerenveen, schoot de Mexicaan Santiago Giménez een kleine tien minuten voor tijd raak: 0-1.Feyenoord blijft zo op drie fronten actief. De koploper van de Eredivisie speelt deze maand in de achtste finales van de Europa League tegen Sjachtar Donetsk.De amateurs van Spakenburg plaatsten zich dinsdag als eerste voor de halve eindstrijd van de beker.",Giménez schiet Feyenoord naar halve finale KNVB-beker,53a052a806a46c3423146acca84a9a31
118,"Alles wijst erop dat de frontale treinbotsing in Griekenland het gevolg is van een ""tragische menselijke fout"", zo heeft premier Kyriakos Mitsotakis verklaard. Het dodental na het treinongeval staat op 38, maar loopt naar verwachting nog verder op.Er liggen nog 57 gewonden in het ziekenhuis, onder wie zes op de intensive care. Onder de slachtoffers zijn relatief veel jongeren. De premier heeft de rampplek bezocht en zijn medeleven betuigd aan de slachtoffers en de nabestaanden. Hij heeft daarnaast opdracht gegeven voor een onafhankelijk onderzoek naar de tragedie.Bij het ongeval waren een vrachttrein en een passagierstrein betrokken. Zij reden kilometerslang op hetzelfde spoor voordat zij botsten. De stationschef van de plaats Larissa, verantwoordelijk voor het geven van seinen, is opgepakt op verdenking van nalatigheid. Hij ontkent schuld en wijst naar mogelijk technisch falen.Sinds het ongeval wordt in Griekenland gediscussieerd over of het ongeval vermeden had kunnen worden. Een protest in Athene liep woensdagavond uit de hand. Betogers gooiden stenen naar het hoofdkantoor van het betrokken particuliere spoorbedrijf Hellenic Train. De politie zette volgens de Griekse krant Kathimerini traangas en flitsgranaten in om de menigte uit elkaar te drijven.",Premier Griekenland: treinbotsing door tragische menselijke fout,f1827e3ce805eee2bbb08666f50c9593
119,"De Afsluitdijk is dicht in de richting Noord-Holland door een verkeersongeval bij Den Oever. De politie meldt dat bij het ongeval vier voertuigen betrokken waren en dat vijf personen gewond zijn geraakt. ""Een van heeft bekneld gezeten. Alle gewonden zijn naar het ziekenhuis vervoerd.""Verkeer kan omrijden via Sneek en Emmeloord, over de A7 en A6. Rijkswaterstaat verwacht dat de weg om 20.30 uur weer opengaat.",Afsluitdijk dicht richting Noord-Holland na ongeval met 5 gewonden,a6a5e0abec2392af572ccd9bfc3837b4
120,"Mannen en vrouwen in de Europese Unie zullen gemiddeld pas in 2086 gelijke lonen krijgen als die in het huidige tempo naar elkaar toe blijven groeien, heeft persbureau Bloomberg berekend met cijfers van het Europese statistiekbureau Eurostat. Het persbureau meldt ook dat de voortgang naar loongelijkheid tussen mannen en vrouwen is vertraagd.Dit betekent volgens Bloomberg dat een vrouw die dit jaar in Europa is geboren hetzelfde als een man kan verdienen tegen de tijd dat ze de pensioenleeftijd bereikt. Eind 2021 was het gemiddelde verschil tussen het bruto-uurloon van mannen en vrouwen 12,7 procent, 0,2 procentpunt minder dan het jaar daarvoor.Hoe groot de loonverschillen zijn tussen mannen en vrouwen verschilt per land. In Nederland gaat het volgens Eurostat nog om een kloof van 13,5 procent, wat gelijk is aan het gemiddelde van alle landen waarin met de euro wordt betaald. In België is het verschil teruggelopen tot 5 procent. In Estland was het verschil met 20,5 procent het grootst. Luxemburgse vrouwen verdienden in 2021 juist 0,2 procent meer dan hun mannelijke landgenoten.Deze maand wordt er in de EU gestemd over nieuwe regels voor loontransparantie, waaronder gendergelijkheid. Als de nieuwe maatregelen worden aangenomen, moeten werkgevers informatie over loonverschillen publiceren.",Loonkloof mannen en vrouwen in EU met huidig tempo dicht in 2086,549c7d679e467120bcbb946f16d8489e
121,"Supermarktketen Jumbo ligt overhoop met Mars, leverancier van snoep, repen en diervoeding zoals Pedigree. Klanten die op zoek zijn naar chocoladerepen of hondenvoer grijpen mis, meldt RTL Z Nieuws.Details over de onderhandelingen willen zowel Jumbo als Mars niet prijsgeven, maar Jumbo laat in een e-mail aan RTL weten dat zij geconfronteerd worden met ""zeer hoge prijsstijgingen van sommige A-merk leveranciers"". Soms is dat onvermijdelijk, geeft Jumbo toe. ""Maar sommige prijsstijgingen zijn voor ons niet te verklaren"", aldus Jumbo.MediaWatch (Disclaimer)ANP MediaWatch is alleen een signaleringsdienst. Het ANP is niet verantwoordelijk voor de inhoud.Tip het ANP. Bel naar 070 - 41 41 411 of mail naar mediawatch@anp.nl",MEDIAWATCH: Geen Mars-producten bij Jumbo om gesteggel over prijzen,b33fb066f0104f3947a7cf042510b142
122,"Het slachtoffer van een vechtpartij van afgelopen weekend in Eindhoven is nog niet aanspreekbaar. De vier opgepakte verdachten van 20, 27, 30 en 36 jaar oud zijn woensdag voorgeleid aan de rechter-commissaris van de rechtbank in Den Bosch. Die bepaalde dat de mannen veertien dagen langer in voorarrest blijven.Het Openbaar Ministerie maakte na afloop van de voorgeleiding meer bekend over de vechtpartij. Volgens het OM hebben de vier verdachten het slachtoffer, terwijl hij op de grond lag, geschopt en geslagen. De man deed op dat moment niets en bleef uiteindelijk roerloos liggen. Hij ligt nog altijd in het ziekenhuis en is niet aanspreekbaar.De vechtpartij was in de nacht van zaterdag op zondag. Rond 04.00 uur was er een confrontatie tussen twee groepen op de Grote Berg in de wijk De Bergen.",Slachtoffer vechtpartij Eindhoven nog niet aanspreekbaar,aca95ad14c0dc23f724cf6d2e4adb5d8
123,"Het lied waarmee het Nederlandse duo Mia Nicolai en Dion Cooper in mei meedoet aan het Eurovisie Songfestival, draagt de titel Burning Daylight. Dat maakt AVROTROS dinsdag bekend via social media.De omroep deelt een voorproefje van het nummer, waarbij de titel wordt bekendgemaakt. Ook is een klein instrumenteel stukje te horen. Het volledige nummer waarmee Nicolai en Cooper Nederland vertegenwoordigen op het evenement in Liverpool wordt woensdag uitgebracht.Eerder gaven Nicolai en Cooper al een voorproefje over de inhoud van hun lied. ""Wat maakt ons menselijk? We weten allemaal dat het leven zwaar kan zijn. Het kan onmogelijk, leeg en alleen voelen. Maar we zijn niet alleen. We zijn meer hetzelfde dan dat we verschillen"", vertelden zij in een video over het nummer.Nederland strijdt in de eerste halve finale op 9 mei voor een ticket voor de finale op 13 mei.",Songfestivallied Mia Nicolai en Dion Cooper heet Burning Daylight,0bf6a21915327c7b9c1001a30c90d09b
124,"De supportersvereniging van PSV heeft Sevilla-doelman Marko Dmitrovic bloemen met een kaartje gestuurd als steun. De Serviër werd donderdag in de slotfase van de Europa League-wedstrijd tussen beide clubs aangevallen door een supporter van PSV.Dmitrovic overmeesterde de 20-jarige fan, die een stadionverbod had en niet in het Philips-stadion had mogen zijn, snel. Stewards en beveiligers voerden de supporter uiteindelijk weg.""Excuses namens alle andere supporters"", schreef de supportersvereniging op het kaartje. ""We hopen dat het goed met je gaat na dit incident. We wensen je het beste en succes in de Europa League.""De rechter-commissaris van de rechtbank in Den Bosch verlengde het voorarrest van de supporter, die uit Roermond komt, maandag met veertien dagen. PSV is nog in afwachting van onderzoek dat de UEFA naar de zaak gaat doen.",Supportersvereniging PSV stuurt Sevilla-keeper bloemen als steun,f3b94ba03cf34ac38a865922a70e913f
